NumberofFloors,NumberofBuildings,BUILDING_AGE,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,PropertyType,RATIO_ELECTRICITY,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
2.0,1.0,71.0,39815.0,Small,NORTHWEST,Office,95.35152,True,False,False,1554939.0,40.12,70.0
2.0,1.0,21.0,42793.0,Small,NORTHWEST,Office,100.00415,False,False,False,1612797.0,11.24,37.0
3.0,1.0,104.0,38148.0,Small,DOWNTOWN,Office,100.00415,False,False,False,1493137.0,10.41,95.0
5.0,1.0,37.0,85963.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00416,False,False,False,4520838.0,31.52,43.0
3.0,1.0,119.0,57720.0,Medium,DOWNTOWN,Office,100.00455,False,False,False,43943.0,0.31,100.0
6.0,1.0,115.0,35200.0,Small,DOWNTOWN,Office,100.00416,False,False,False,3054714.0,21.3,7.0
5.0,1.0,115.0,35840.0,Small,DOWNTOWN,Office,55.5531,True,False,False,1638229.0,45.02,75.0
4.0,1.0,94.0,30525.0,Small,DOWNTOWN,Office,73.52349,False,True,False,3014691.0,77.07,14.0
2.0,1.0,60.0,30855.0,Small,EAST,Office,51.09878,True,False,False,2999512.0,88.59,2.0
3.0,1.0,112.0,73549.0,Medium,EAST,Office,33.40468,True,False,False,2823242.0,106.43,90.0
3.0,1.0,59.0,39115.0,Small,EAST,Office,73.74783,True,False,False,2683336.0,51.21,71.0
1.0,1.0,29.0,27744.0,Small,BALLARD,Office,100.00413,False,False,False,4770943.0,33.26,66.0
3.0,1.0,102.0,28380.0,Small,LAKE UNION,Office,61.84159,True,False,False,1585441.0,38.97,46.0
5.0,1.0,13.0,508160.0,Large,LAKE UNION,Office,83.474,True,False,False,27139746.0,396.18,77.0
3.0,1.0,96.0,26176.0,Small,LAKE UNION,Office,46.9775,True,False,False,1259456.0,39.59,85.0
1.0,1.0,96.0,37740.0,Small,LAKE UNION,Office,94.85346,True,False,False,7291418.0,68.16,1.0
4.0,1.0,23.0,38038.0,Small,LAKE UNION,Office,100.00417,False,False,False,2112095.0,14.72,81.0
4.0,1.0,15.0,64596.0,Medium,LAKE UNION,Office,54.59017,True,False,False,2255263.0,62.98,93.0
3.0,1.0,94.0,41466.0,Small,LAKE UNION,Office,57.53429,True,False,False,9621807.0,255.61,1.0
6.0,1.0,9.0,130710.0,Medium,LAKE UNION,Office,89.27854,True,False,False,7359802.0,87.73,92.0
4.0,1.0,96.0,35780.0,Small,LAKE UNION,Office,100.00419,False,False,False,2316441.0,16.15,1.0
4.0,1.0,103.0,47686.0,Small,DOWNTOWN,Office,57.35249,False,True,False,1781063.0,65.75,81.0
6.0,1.0,107.0,40715.0,Small,DOWNTOWN,Office,79.01419,True,False,False,2917748.0,48.6,
4.0,1.0,112.0,36160.0,Small,DOWNTOWN,Office,100.00415,False,False,False,2071600.0,14.44,37.0
5.0,1.0,113.0,66900.0,Medium,DOWNTOWN,Office,94.74004,True,False,False,1544117.0,14.51,100.0
3.0,1.0,22.0,50499.0,Small,LAKE UNION,Office,99.89066,True,False,False,3030041.0,21.28,17.0
5.0,1.0,58.0,54465.0,Medium,LAKE UNION,Office,86.4815,True,False,False,3721129.0,49.16,68.0
2.0,1.0,63.0,21128.0,Small,LAKE UNION,Office,100.00409,False,False,False,684865.0,4.77,85.0
3.0,1.0,9.0,51552.0,Small,LAKE UNION,Office,100.00414,False,False,False,1328920.0,9.26,
3.0,1.0,92.0,45864.0,Small,MAGNOLIA / QUEEN ANNE,Office,3.0,True,False,False,3043767.0,135.56,89.0
3.0,1.0,35.0,33176.0,Small,LAKE UNION,Office,59.57293,True,False,False,1429196.0,36.62,89.0
2.0,1.0,40.0,41262.0,Small,GREATER DUWAMISH,Office,100.00414,False,False,False,1810353.0,12.62,86.0
2.0,1.0,69.0,43183.0,Small,LAKE UNION,Office,88.59013,True,False,False,7542332.0,92.3,1.0
4.0,1.0,23.0,28844.0,Small,BALLARD,Office,100.0041,False,False,False,926923.0,6.46,
2.0,1.0,55.0,24000.0,Small,GREATER DUWAMISH,Office,100.00417,False,False,False,1031081.0,7.19,77.0
3.0,1.0,48.0,39927.0,Small,NORTH,Office,100.00416,False,False,False,3393302.0,23.66,43.0
2.0,1.0,42.0,26930.0,Small,NORTH,Office,100.00414,False,False,False,1062109.0,7.4,62.0
2.0,1.0,54.0,38745.0,Small,NORTH,Office,79.58781,True,False,False,2808160.0,46.03,57.0
3.0,1.0,55.0,38378.0,Small,NORTHEAST,Office,49.73931,True,False,False,1662723.0,50.15,85.0
3.0,1.0,95.0,23910.0,Small,MAGNOLIA / QUEEN ANNE,Office,81.8513,True,False,False,870046.0,13.35,
1.0,1.0,55.0,25500.0,Small,GREATER DUWAMISH,Office,26.19736,True,False,False,1207866.0,49.55,85.0
3.0,1.0,30.0,26389.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00421,False,False,False,1140137.0,7.95,
3.0,1.0,40.0,25859.0,Small,MAGNOLIA / QUEEN ANNE,Office,79.81093,True,False,False,957632.0,15.6,82.0
4.0,1.0,14.0,41784.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,1380283.0,9.62,86.0
2.0,1.0,61.0,20022.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00407,False,False,False,662785.0,4.62,80.0
4.0,1.0,15.0,30152.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.87478,True,False,False,766628.0,5.39,97.0
4.0,1.0,43.0,22365.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,433443.0,3.02,95.0
4.0,1.0,28.0,30172.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00414,False,False,False,965091.0,6.73,78.0
4.0,1.0,121.0,23032.0,Small,BALLARD,Office,100.00415,False,False,False,1158000.0,8.07,
2.0,1.0,54.0,23500.0,Small,BALLARD,Office,71.31387,True,False,False,1641546.0,33.17,28.0
1.0,1.0,56.0,22282.0,Small,BALLARD,Office,62.9555,True,False,False,529806.0,12.75,92.0
2.0,1.0,91.0,37500.0,Small,NORTH,Office,77.26023,True,False,False,2105835.0,36.78,60.0
4.0,1.0,39.0,40571.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00412,False,False,False,1481017.0,10.32,52.0
4.0,1.0,39.0,41707.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,1790120.0,12.48,18.0
2.0,1.0,40.0,27574.0,Small,NORTHWEST,Office,100.00413,False,False,False,1160989.0,8.09,76.0
3.0,1.0,35.0,76105.0,Medium,NORTHWEST,Office,100.00417,False,False,False,2709429.0,18.89,87.0
3.0,1.0,34.0,28841.0,Small,NORTH,Office,69.67037,True,False,False,1334876.0,27.99,61.0
2.0,1.0,34.0,30659.0,Small,DELRIDGE,Office,68.81106,True,False,False,3580035.0,76.48,9.0
2.0,1.0,43.0,34759.0,Small,NORTHWEST,Office,100.00418,False,False,False,1410266.0,9.83,71.0
1.0,1.0,34.0,45145.0,Small,DOWNTOWN,Office,44.17907,True,False,False,1119906.0,36.65,100.0
5.0,1.0,21.0,70332.0,Medium,DOWNTOWN,Office,93.65644,True,False,False,2074152.0,20.53,87.0
2.0,1.0,25.0,40657.0,Small,GREATER DUWAMISH,Office,97.04134,True,False,False,2920918.0,24.36,54.0
7.0,1.0,52.0,54372.0,Medium,EAST,Office,100.00416,False,False,False,1563640.0,10.9,90.0
3.0,1.0,66.0,21282.0,Small,EAST,Office,39.32198,False,True,False,1228041.0,60.88,69.0
3.0,1.0,37.0,33580.0,Small,NORTH,Office,100.00417,False,False,False,695803.0,4.85,88.0
2.0,1.0,34.0,66484.0,Medium,DELRIDGE,Office,100.00416,False,False,False,3053785.0,21.29,69.0
3.0,1.0,63.0,25151.0,Small,EAST,Office,46.44885,False,True,False,1543147.0,68.78,77.0
2.0,1.0,33.0,23472.0,Small,DOWNTOWN,Office,82.00156,True,False,False,1058986.0,16.18,
2.0,1.0,49.0,21315.0,Small,GREATER DUWAMISH,Office,29.29319,True,False,False,2788860.0,110.43,34.0
4.0,1.0,38.0,57110.0,Medium,MAGNOLIA / QUEEN ANNE,Office,89.87659,True,False,False,2103293.0,24.49,71.0
3.0,2.0,43.0,34030.0,Small,DOWNTOWN,Office,89.26891,True,False,False,1757194.0,20.95,49.0
3.0,1.0,33.0,48924.0,Small,LAKE UNION,Office,61.94834,True,False,False,2023197.0,49.63,77.0
4.0,1.0,63.0,50333.0,Small,LAKE UNION,Office,100.00413,False,False,False,1477321.0,10.3,91.0
4.0,1.0,36.0,57432.0,Medium,LAKE UNION,Office,100.00416,False,False,False,2498684.0,17.42,
3.0,1.0,53.0,25912.0,Small,LAKE UNION,Office,100.00422,False,False,False,615894.0,4.29,
3.0,1.0,22.0,57132.0,Medium,LAKE UNION,Office,100.00415,False,False,False,2286622.0,15.94,61.0
2.0,1.0,43.0,43016.0,Small,MAGNOLIA / QUEEN ANNE,Office,3.0,True,False,False,1137520.0,55.15,100.0
2.0,1.0,82.0,20671.0,Small,MAGNOLIA / QUEEN ANNE,Office,30.47165,True,False,False,628023.0,24.53,99.0
3.0,1.0,106.0,31774.0,Small,LAKE UNION,Office,88.70615,True,False,False,1703060.0,20.75,83.0
2.0,1.0,39.0,23687.0,Small,GREATER DUWAMISH,Office,100.0042,False,False,False,571345.0,3.98,86.0
2.0,1.0,39.0,24221.0,Small,GREATER DUWAMISH,Office,100.00416,False,False,False,1564180.0,10.9,11.0
2.0,1.0,122.0,32027.0,Small,DOWNTOWN,Office,44.14884,True,False,False,3158151.0,103.4,73.0
3.0,1.0,116.0,32160.0,Small,DOWNTOWN,Office,100.00414,False,False,False,2655658.0,18.51,
3.0,1.0,108.0,34425.0,Small,GREATER DUWAMISH,Office,60.22137,True,False,False,1958735.0,49.61,86.0
3.0,1.0,38.0,40304.0,Small,SOUTHWEST,Office,100.00412,False,False,False,1916966.0,13.36,7.0
3.0,1.0,115.0,25200.0,Small,CENTRAL,Office,71.54564,True,False,False,1658751.0,33.34,50.0
1.0,1.0,75.0,45068.0,Small,CENTRAL,Office,48.54187,True,False,False,270004.0,8.29,100.0
2.0,1.0,59.0,28296.0,Small,CENTRAL,Office,100.00416,False,False,False,1489392.0,10.38,73.0
3.0,1.0,23.0,31357.0,Small,CENTRAL,Office,89.91709,True,False,False,1963054.0,22.82,56.0
1.0,1.0,69.0,24291.0,Small,GREATER DUWAMISH,Office,55.34227,True,False,False,664539.0,18.33,85.0
2.0,1.0,48.0,24291.0,Small,NORTH,Office,100.00421,False,False,False,1067618.0,7.44,79.0
2.0,1.0,36.0,28385.0,Small,NORTH,Office,100.00413,False,False,False,2204020.0,15.37,4.0
1.0,1.0,39.0,23143.0,Small,GREATER DUWAMISH,Office,51.74616,True,False,False,1076389.0,31.47,71.0
1.0,1.0,60.0,28800.0,Small,GREATER DUWAMISH,Office,58.53114,True,False,False,1883864.0,49.18,58.0
4.0,1.0,38.0,45264.0,Small,NORTHEAST,Office,100.00419,False,False,False,1695067.0,11.82,8.0
4.0,1.0,35.0,36932.0,Small,NORTHEAST,Office,100.00413,False,False,False,2781314.0,19.39,
2.0,1.0,62.0,34110.0,Small,LAKE UNION,Office,100.00414,False,False,False,2559486.0,17.84,31.0
2.0,1.0,43.0,47368.0,Small,GREATER DUWAMISH,Office,64.02206,True,False,False,1962105.0,46.25,93.0
5.0,1.0,38.0,72613.0,Medium,CENTRAL,Office,83.70112,True,False,False,2517075.0,36.48,85.0
2.0,1.0,32.0,38352.0,Small,SOUTHEAST,Office,100.00418,False,False,False,2083584.0,14.53,40.0
2.0,1.0,115.0,36000.0,Small,EAST,Office,76.28168,True,False,False,1066901.0,19.11,94.0
4.0,1.0,109.0,53840.0,Medium,GREATER DUWAMISH,Office,81.50899,True,False,False,2827818.0,43.84,70.0
2.0,1.0,55.0,20317.0,Small,NORTHEAST,Office,100.00411,False,False,False,656345.0,4.58,80.0
1.0,1.0,96.0,20460.0,Small,GREATER DUWAMISH,Office,100.00415,False,False,False,3087318.0,21.52,1.0
1.0,1.0,52.0,43615.0,Small,DELRIDGE,Office,42.5117,True,False,False,3118304.0,104.45,89.0
3.0,1.0,52.0,36879.0,Small,DELRIDGE,Office,100.00415,False,False,False,1012034.0,7.06,35.0
3.0,1.0,22.0,43473.0,Small,GREATER DUWAMISH,Office,100.00418,False,False,False,4328527.0,30.18,3.0
5.0,1.0,112.0,32250.0,Small,DOWNTOWN,Office,83.74193,True,False,False,788027.0,11.41,91.0
2.0,1.0,102.0,20150.0,Small,GREATER DUWAMISH,Office,100.00402,False,False,False,571644.0,3.99,81.0
7.0,1.0,113.0,36000.0,Small,DOWNTOWN,Office,100.00414,False,False,False,1523508.0,10.62,47.0
1.0,1.0,95.0,22580.0,Small,GREATER DUWAMISH,Office,90.41218,True,False,False,948975.0,10.82,90.0
3.0,1.0,112.0,49052.0,Small,GREATER DUWAMISH,Office,100.00413,False,False,False,1863468.0,12.99,90.0
2.0,1.0,112.0,20970.0,Small,GREATER DUWAMISH,Office,63.38505,True,False,False,304982.0,7.28,67.0
2.0,1.0,85.0,39036.0,Small,GREATER DUWAMISH,Office,61.52811,True,False,False,1437569.0,35.54,
1.0,1.0,99.0,26310.0,Small,GREATER DUWAMISH,Office,82.58963,True,False,False,764906.0,11.48,93.0
2.0,1.0,51.0,39953.0,Small,CENTRAL,Office,76.16158,True,False,False,1552645.0,27.9,92.0
2.0,1.0,55.0,23250.0,Small,SOUTHEAST,Office,100.00415,False,False,False,962725.0,6.71,51.0
4.0,1.0,42.0,23022.0,Small,NORTH,Office,83.61783,True,False,False,987989.0,14.36,81.0
3.0,1.0,73.0,23355.0,Small,LAKE UNION,Office,100.00417,False,False,False,815612.0,5.69,80.0
4.0,1.0,57.0,30840.0,Small,MAGNOLIA / QUEEN ANNE,Office,51.20218,True,False,False,3420710.0,100.87,35.0
13.0,1.0,39.0,307557.0,Large,DOWNTOWN,Office,100.00414,False,False,False,9986032.0,69.62,
5.0,1.0,122.0,38376.0,Small,DOWNTOWN,Office,100.00414,False,False,False,1982967.0,13.82,
4.0,1.0,122.0,42804.0,Small,DOWNTOWN,Office,49.40101,True,False,False,1617558.0,49.04,
4.0,1.0,122.0,33300.0,Small,DOWNTOWN,Office,85.85249,True,False,False,1251358.0,16.89,
4.0,1.0,14.0,48350.0,Small,LAKE UNION,Office,100.00415,False,False,False,3155503.0,22.0,46.0
2.0,1.0,52.0,23595.0,Small,NORTHEAST,Office,97.83796,True,False,False,788976.0,6.29,76.0
3.0,1.0,122.0,28142.0,Small,DOWNTOWN,Office,49.32223,True,True,False,972608.0,36.66,93.0
3.0,1.0,122.0,28760.0,Small,DOWNTOWN,Office,3.0,True,True,False,2683383.0,124.54,
4.0,1.0,120.0,39030.0,Small,DOWNTOWN,Office,79.6876,True,False,False,756267.0,12.36,99.0
3.0,1.0,113.0,47215.0,Small,DOWNTOWN,Office,67.18304,True,False,False,3039626.0,67.22,73.0
3.0,1.0,105.0,30720.0,Small,EAST,Office,67.9526,True,False,False,1227772.0,26.71,
3.0,1.0,116.0,20897.0,Small,EAST,Office,77.33419,True,False,False,896403.0,15.62,
3.0,1.0,109.0,22866.0,Small,EAST,Office,76.62326,True,False,False,1123416.0,19.95,
3.0,1.0,43.0,35202.0,Small,DOWNTOWN,Office,100.00416,False,False,False,3295030.0,22.97,3.0
3.0,1.0,105.0,27544.0,Small,EAST,Office,83.86538,True,False,False,1038667.0,14.97,86.0
7.0,1.0,33.0,47415.0,Small,DOWNTOWN,Office,100.00413,False,False,False,1645327.0,11.47,
3.0,1.0,102.0,30109.0,Small,MAGNOLIA / QUEEN ANNE,Office,63.85039,True,False,False,1441631.0,34.1,88.0
2.0,1.0,62.0,25481.0,Small,MAGNOLIA / QUEEN ANNE,Office,26.56094,True,False,False,741269.0,30.29,95.0
2.0,1.0,110.0,27788.0,Small,LAKE UNION,Office,76.12722,True,False,False,2004777.0,36.06,80.0
3.0,1.0,100.0,27600.0,Small,EAST,Office,87.83113,True,False,False,961749.0,12.11,83.0
3.0,1.0,25.0,31686.0,Small,LAKE UNION,Office,100.00414,False,False,False,2051501.0,14.3,46.0
3.0,1.0,41.0,26694.0,Small,LAKE UNION,Office,100.00412,False,False,False,654664.0,4.56,95.0
1.0,1.0,65.0,27966.0,Small,NORTHEAST,Office,100.00418,False,False,False,1101536.0,7.68,58.0
3.0,1.0,24.0,37639.0,Small,LAKE UNION,Office,100.00199,True,False,False,5689125.0,39.67,
4.0,1.0,122.0,22840.0,Small,DOWNTOWN,Office,100.00414,False,False,False,918514.0,6.4,61.0
1.0,1.0,122.0,20880.0,Small,DOWNTOWN,Office,53.9033,True,False,False,2078370.0,58.69,
3.0,1.0,122.0,38675.0,Small,DOWNTOWN,Office,67.93277,True,False,False,1826107.0,39.75,
4.0,1.0,93.0,49951.0,Small,DOWNTOWN,Office,45.48424,True,True,False,4565085.0,154.13,
2.0,1.0,12.0,25880.0,Small,SOUTHEAST,Office,89.43709,True,False,False,1838121.0,21.78,14.0
4.0,1.0,57.0,56896.0,Medium,NORTHWEST,Office,81.50745,True,False,False,1897180.0,29.42,81.0
2.0,1.0,92.0,36630.0,Small,DOWNTOWN,Office,100.00417,False,False,False,527803.0,3.68,91.0
3.0,1.0,122.0,26830.0,Small,DOWNTOWN,Office,59.05457,True,False,False,2198421.0,56.86,
5.0,1.0,116.0,41920.0,Small,DOWNTOWN,Office,100.00418,False,False,False,1243282.0,8.67,92.0
5.0,1.0,117.0,36879.0,Small,DOWNTOWN,Office,55.62056,True,False,False,763065.0,20.94,99.0
2.0,1.0,117.0,33640.0,Small,DOWNTOWN,Office,100.00412,False,False,False,1093416.0,7.62,69.0
2.0,1.0,52.0,26510.0,Small,DOWNTOWN,Office,90.08528,True,False,False,975721.0,11.27,91.0
3.0,1.0,15.0,44510.0,Small,LAKE UNION,Office,100.00416,False,False,False,2308120.0,16.09,19.0
3.0,1.0,29.0,21600.0,Small,DOWNTOWN,Office,63.22459,True,False,False,1672142.0,40.03,
3.0,1.0,113.0,31432.0,Small,DOWNTOWN,Office,100.00414,False,False,False,1426023.0,9.94,
1.0,1.0,53.0,35017.0,Small,GREATER DUWAMISH,Office,72.81987,True,False,False,1418400.0,27.68,56.0
6.0,1.0,22.0,706176.0,Large,DOWNTOWN,Office,100.00414,False,False,False,13256662.0,92.42,78.0
2.0,3.0,66.0,75868.0,Medium,CENTRAL,Office,100.00416,False,False,False,3075425.0,21.44,
3.0,1.0,27.0,20410.0,Small,LAKE UNION,Office,63.88523,True,False,False,2014245.0,47.61,19.0
3.0,1.0,39.0,24696.0,Small,NORTHWEST,Office,100.00404,False,False,False,618366.0,4.31,87.0
3.0,1.0,102.0,23422.0,Small,EAST,Office,3.0,True,False,False,2698077.0,126.92,64.0
2.0,1.0,97.0,27938.0,Small,EAST,Office,99.78208,True,False,False,1180231.0,8.35,95.0
3.0,1.0,64.0,25834.0,Small,EAST,Office,56.11119,True,False,False,2248776.0,61.22,69.0
3.0,1.0,40.0,25111.0,Small,NORTHWEST,Office,62.79261,True,False,False,853454.0,20.6,81.0
3.0,1.0,40.0,28848.0,Small,EAST,Office,100.00406,False,False,False,738990.0,5.15,81.0
2.0,1.0,34.0,20535.0,Small,BALLARD,Office,63.91003,True,False,False,1976663.0,46.7,6.0
11.0,1.0,22.0,268130.0,Large,DOWNTOWN,Office,99.76916,True,False,False,15571642.0,110.24,89.0
11.0,1.0,22.0,68452.0,Medium,DOWNTOWN,Office,100.00417,False,False,False,3670298.0,25.59,81.0
11.0,1.0,22.0,273185.0,Large,DOWNTOWN,Office,100.00414,False,False,False,13969552.0,97.39,89.0
5.0,1.0,40.0,54015.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00417,False,False,False,3455247.0,24.09,65.0
24.0,1.0,40.0,119701.0,Medium,DOWNTOWN,Office,100.00417,False,False,False,8878186.0,61.89,62.0
3.0,1.0,62.0,30287.0,Small,NORTHEAST,Office,84.54818,True,False,False,1976647.0,27.88,56.0
3.0,1.0,62.0,21931.0,Small,NORTHEAST,Office,35.18368,True,False,False,3732139.0,137.63,21.0
6.0,1.0,37.0,73102.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,4385512.0,30.57,64.0
1.0,1.0,29.0,26263.0,Small,LAKE UNION,Office,100.00412,False,False,False,1821047.0,12.7,54.0
4.0,1.0,17.0,162157.0,Medium,GREATER DUWAMISH,Office,89.20369,True,False,False,39061360.0,466.95,
11.0,1.0,10.0,526423.0,Large,LAKE UNION,Office,96.56919,True,False,False,16614404.0,142.16,98.0
6.0,1.0,10.0,157345.0,Medium,GREATER DUWAMISH,Office,98.12369,True,False,False,7205135.0,56.48,91.0
