NumberofFloors,NumberofBuildings,BUILDING_AGE,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,PropertyType,RATIO_ELECTRICITY,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
1.0,1.0,47.0,40445.0,Small,BALLARD,Other,52.34141,True,False,False,1417778.0,41.06,44.0
1.0,1.0,57.0,23169.0,Small,MAGNOLIA / QUEEN ANNE,Other,100.00384,False,False,False,234144.0,1.63,
3.0,1.0,122.0,45750.0,Small,BALLARD,Other,25.48211,True,False,False,6569660.0,271.68,
2.0,1.0,26.0,29258.0,Small,NORTH,Other,34.45344,True,False,False,7482832.0,278.47,
1.0,1.0,51.0,23772.0,Small,SOUTHWEST,Other,100.00424,False,False,False,282898.0,1.97,89.0
2.0,1.0,65.0,20294.0,Small,MAGNOLIA / QUEEN ANNE,Other,37.52803,True,False,False,1369190.0,49.01,
1.0,1.0,90.0,33087.0,Small,EAST,Other,38.75837,True,False,False,3322250.0,117.04,
1.0,1.0,17.0,30498.0,Small,NORTH,Other,44.26996,True,False,False,2566219.0,83.88,
1.0,1.0,59.0,23260.0,Small,DELRIDGE,Other,47.78886,True,False,False,1609444.0,49.99,
2.0,1.0,102.0,27144.0,Small,MAGNOLIA / QUEEN ANNE,Other,45.7962,True,False,False,939840.0,30.06,
1.0,1.0,52.0,23166.0,Small,NORTHWEST,Other,0.00033,True,False,False,3294645.0,174.98,
2.0,1.0,57.0,44719.0,Small,NORTHWEST,Other,47.96018,True,False,False,1536287.0,47.6,
1.0,1.0,17.0,57952.0,Medium,DELRIDGE,Other,49.87029,True,False,False,3105001.0,93.47,
1.0,1.0,51.0,26232.0,Small,DELRIDGE,Other,30.55775,True,False,False,2874181.0,112.13,
2.0,1.0,33.0,138907.0,Medium,GREATER DUWAMISH,Other,66.31385,True,False,False,7657568.0,172.41,
1.0,1.0,71.0,47699.0,Small,EAST,Other,38.66316,True,True,False,12236144.0,609.68,
2.0,1.0,101.0,41022.0,Small,SOUTHEAST,Other,100.00415,False,False,False,3857679.0,26.89,
2.0,1.0,56.0,28109.0,Small,DELRIDGE,Other,88.68491,True,False,False,2298648.0,28.03,
1.0,1.0,53.0,30160.0,Small,NORTH,Other,27.33003,True,False,False,1187723.0,48.1,
1.0,1.0,25.0,40189.0,Small,DELRIDGE,Other,46.15074,True,False,False,2046914.0,65.13,
3.0,1.0,110.0,34976.0,Small,MAGNOLIA / QUEEN ANNE,Other,84.29269,True,False,False,801264.0,11.39,
1.0,1.0,67.0,260241.0,Large,MAGNOLIA / QUEEN ANNE,Other,78.3663,True,False,False,32675250.0,553.99,
2.0,1.0,65.0,24224.0,Small,DELRIDGE,Other,58.59469,True,False,False,1064745.0,27.76,41.0
1.0,1.0,59.0,23706.0,Small,DELRIDGE,Other,47.08641,True,False,False,398357.0,12.5,77.0
1.0,1.0,105.0,49066.0,Small,SOUTHWEST,Other,14.9671,True,False,False,3819263.0,176.47,
3.0,1.0,70.0,30740.0,Small,SOUTHWEST,Other,38.39554,True,False,False,1573701.0,55.7,
1.0,1.0,45.0,35844.0,Small,SOUTHWEST,Other,100.00413,False,False,False,1162519.0,8.1,4.0
1.0,1.0,62.0,24109.0,Small,GREATER DUWAMISH,Other,100.00413,False,False,False,4718442.0,32.89,
2.0,1.0,28.0,54170.0,Medium,GREATER DUWAMISH,Other,51.62065,True,False,False,5457975.0,159.89,
3.0,1.0,41.0,22895.0,Small,SOUTHEAST,Other,50.03901,True,False,False,393493.0,11.81,98.0
4.0,1.0,102.0,20600.0,Small,GREATER DUWAMISH,Other,36.93575,True,False,False,281191.0,10.14,
3.0,3.0,31.0,230971.0,Medium,GREATER DUWAMISH,Other,55.84669,True,False,False,29939196.0,818.66,
1.0,1.0,50.0,31365.0,Small,GREATER DUWAMISH,Other,99.15451,True,False,False,643531.0,4.74,
1.0,1.0,112.0,32100.0,Small,GREATER DUWAMISH,Other,51.57354,True,False,False,560902.0,16.44,
1.0,1.0,48.0,20819.0,Small,GREATER DUWAMISH,Other,43.65459,True,False,False,1666221.0,54.93,2.0
1.0,1.0,70.0,25460.0,Small,GREATER DUWAMISH,Other,100.00415,False,False,False,915676.0,6.38,
1.0,1.0,62.0,27933.0,Small,GREATER DUWAMISH,Other,100.00409,False,False,False,293217.0,2.04,
1.0,1.0,13.0,36400.0,Small,GREATER DUWAMISH,Other,52.516,True,False,False,1558348.0,45.01,
1.0,1.0,102.0,31332.0,Small,SOUTHWEST,Other,100.00414,False,False,False,3643112.0,25.4,
2.0,1.0,74.0,35864.0,Small,SOUTHWEST,Other,38.24012,True,False,False,1234149.0,43.77,75.0
1.0,1.0,68.0,20484.0,Small,GREATER DUWAMISH,Other,13.25965,True,False,False,818317.0,38.45,70.0
4.0,1.0,49.0,45082.0,Small,CENTRAL,Other,59.79049,True,False,False,4700552.0,119.98,
2.0,1.0,71.0,41600.0,Small,NORTHWEST,Other,56.95441,True,False,False,1189432.0,31.92,60.0
3.0,1.0,13.0,35115.0,Small,NORTH,Other,89.57146,True,False,False,1911427.0,22.53,
2.0,1.0,72.0,20385.0,Small,NORTHEAST,Other,24.07176,True,False,False,816118.0,34.28,65.0
1.0,1.0,76.0,24295.0,Small,NORTHEAST,Other,100.0041,False,False,False,219483.0,1.53,51.0
1.0,1.0,36.0,33392.0,Small,NORTHWEST,Other,100.00415,False,False,False,2844380.0,19.83,
4.0,1.0,113.0,44775.0,Small,GREATER DUWAMISH,Other,54.37196,True,False,False,906103.0,25.39,
1.0,1.0,106.0,27760.0,Small,GREATER DUWAMISH,Other,39.80588,True,False,False,2360656.0,82.02,
1.0,1.0,85.0,20975.0,Small,GREATER DUWAMISH,Other,89.70958,True,False,False,268269.0,3.14,
1.0,1.0,104.0,26075.0,Small,GREATER DUWAMISH,Other,88.42383,True,False,False,1535784.0,18.91,
2.0,1.0,20.0,28531.0,Small,DELRIDGE,Other,58.79258,True,False,False,3468606.0,90.13,
2.0,1.0,47.0,27227.0,Small,DELRIDGE,Other,36.35961,True,False,False,7801590.0,283.47,
2.0,1.0,87.0,20747.0,Small,GREATER DUWAMISH,Other,79.34553,True,False,False,1067793.0,17.62,
3.0,1.0,112.0,27690.0,Small,GREATER DUWAMISH,Other,100.0,False,False,False,17150.0,0.12,
3.0,1.0,13.0,127065.0,Medium,GREATER DUWAMISH,Other,100.00416,False,False,False,3293119.0,22.96,
1.0,1.0,57.0,20140.0,Small,MAGNOLIA / QUEEN ANNE,Other,12.44296,True,False,False,1011399.0,47.91,34.0
2.0,1.0,94.0,24120.0,Small,BALLARD,Other,35.87102,True,False,False,750854.0,27.45,80.0
3.0,1.0,93.0,35736.0,Small,BALLARD,Other,21.10085,True,False,False,1068881.0,46.36,90.0
3.0,1.0,60.0,36140.0,Small,GREATER DUWAMISH,Other,100.0041,False,False,False,4270584.0,29.77,
2.0,1.0,31.0,47963.0,Small,DOWNTOWN,Other,35.26217,True,False,False,8228399.0,303.14,
2.0,1.0,71.0,21936.0,Small,NORTHWEST,Other,11.87532,True,False,False,597744.0,28.47,97.0
1.0,1.0,62.0,25406.0,Small,NORTH,Other,78.30442,True,False,False,2277316.0,38.68,
1.0,1.0,116.0,26440.0,Small,EAST,Other,34.78561,True,False,False,695828.0,25.79,90.0
2.0,1.0,101.0,26300.0,Small,MAGNOLIA / QUEEN ANNE,Other,45.85056,True,False,False,3176347.0,101.5,
1.0,1.0,76.0,20332.0,Small,NORTHEAST,Other,34.04313,True,False,False,619382.0,23.17,
1.0,1.0,122.0,21850.0,Small,CENTRAL,Other,27.71293,True,False,False,316217.0,12.75,100.0
3.0,1.0,122.0,22200.0,Small,DOWNTOWN,Other,27.32007,True,False,False,142873.0,5.79,
2.0,1.0,96.0,61580.0,Medium,EAST,Other,78.20989,True,False,False,4376927.0,74.52,
2.0,1.0,60.0,28586.0,Small,NORTHEAST,Other,100.00416,False,False,False,5100196.0,35.56,
2.0,1.0,112.0,24600.0,Small,EAST,Other,72.21135,True,False,False,349139.0,6.91,69.0
1.0,1.0,122.0,48850.0,Small,EAST,Other,25.66853,True,True,False,984657.0,58.05,
1.0,1.0,95.0,22622.0,Small,GREATER DUWAMISH,Other,45.22818,True,False,False,669943.0,21.6,
3.0,1.0,61.0,22960.0,Small,MAGNOLIA / QUEEN ANNE,Other,29.11658,True,False,False,2041912.0,81.02,
2.0,1.0,66.0,21562.0,Small,BALLARD,Other,23.76034,True,False,False,827042.0,34.86,29.0
1.0,1.0,63.0,25753.0,Small,CENTRAL,Other,16.58131,True,False,False,1387442.0,63.07,
3.0,1.0,94.0,71280.0,Medium,EAST,Other,32.2465,True,False,False,24473814.0,935.7,
1.0,1.0,54.0,24200.0,Small,SOUTHEAST,Other,44.7819,True,False,False,1191803.0,38.67,14.0
1.0,1.0,72.0,36000.0,Small,GREATER DUWAMISH,Other,73.78049,True,False,False,3445613.0,65.71,
2.0,1.0,68.0,46560.0,Small,EAST,Other,44.40845,True,False,False,876304.0,28.59,
3.0,1.0,42.0,30408.0,Small,MAGNOLIA / QUEEN ANNE,Other,100.00416,False,False,False,1464856.0,10.21,60.0
2.0,1.0,76.0,31360.0,Small,GREATER DUWAMISH,Other,61.25394,True,False,False,1496712.0,37.19,
2.0,1.0,110.0,25767.0,Small,NORTHEAST,Other,100.00414,False,False,False,1644233.0,11.46,19.0
2.0,1.0,95.0,78401.0,Medium,NORTHEAST,Other,46.2021,True,False,False,2149322.0,68.34,
1.0,1.0,122.0,21420.0,Small,DOWNTOWN,Other,92.31417,True,False,False,869835.0,9.15,
3.0,1.0,95.0,41013.0,Small,NORTHEAST,Other,40.34097,True,False,False,1271271.0,43.86,
2.0,1.0,18.0,21075.0,Small,NORTHEAST,Other,44.37021,True,False,False,1515375.0,49.46,
3.0,1.0,72.0,46485.0,Small,NORTHEAST,Other,57.16546,True,False,False,1767480.0,47.25,71.0
2.0,1.0,44.0,27500.0,Small,NORTHWEST,Other,59.65347,True,False,False,513888.0,13.15,70.0
1.0,1.0,68.0,21624.0,Small,NORTH,Other,47.66438,True,False,False,633536.0,19.72,78.0
3.0,1.0,114.0,25864.0,Small,CENTRAL,Other,15.38251,True,False,False,656980.0,30.23,
3.0,1.0,109.0,20992.0,Small,CENTRAL,Other,26.792,True,False,False,1997115.0,81.38,
2.0,1.0,72.0,29417.0,Small,BALLARD,Other,46.73471,True,False,False,1423687.0,44.91,
2.0,1.0,68.0,20039.0,Small,NORTHEAST,Other,100.00409,False,False,False,122156.0,0.85,99.0
2.0,1.0,59.0,22952.0,Small,SOUTHEAST,Other,28.7188,True,False,False,462192.0,18.42,98.0
3.0,1.0,110.0,33708.0,Small,EAST,Other,77.77971,True,True,False,753784.0,16.32,
2.0,1.0,74.0,47237.0,Small,NORTH,Other,100.00416,False,False,False,6036588.0,42.08,
3.0,1.0,84.0,26373.0,Small,NORTHEAST,Other,42.87138,True,False,False,517877.0,17.26,94.0
2.0,1.0,66.0,36771.0,Small,MAGNOLIA / QUEEN ANNE,Other,100.00415,False,False,False,5499121.0,38.34,
2.0,1.0,74.0,30720.0,Small,MAGNOLIA / QUEEN ANNE,Other,25.46042,True,False,False,1858029.0,76.85,
1.0,1.0,20.0,24955.0,Small,NORTHWEST,Other,49.24039,True,False,False,630653.0,19.17,42.0
3.0,1.0,31.0,34074.0,Small,CENTRAL,Other,82.36069,True,False,False,4249957.0,64.22,
2.0,1.0,61.0,76475.0,Medium,NORTH,Other,39.194,True,False,False,1617421.0,56.65,
1.0,1.0,18.0,27376.0,Small,NORTHWEST,Other,59.93134,True,False,False,1120272.0,28.52,
2.0,1.0,115.0,22320.0,Small,EAST,Other,67.34331,True,False,False,196410.0,4.33,
2.0,1.0,47.0,38879.0,Small,EAST,Other,97.01195,True,False,False,3337933.0,27.88,
2.0,1.0,98.0,21600.0,Small,NORTHEAST,Other,100.0041,False,False,False,1730886.0,12.07,
3.0,1.0,93.0,27908.0,Small,NORTHEAST,Other,52.74895,True,False,False,1756668.0,50.55,
1.0,1.0,93.0,37700.0,Small,EAST,Other,25.38304,True,False,False,3185509.0,131.88,41.0
2.0,1.0,69.0,31805.0,Small,MAGNOLIA / QUEEN ANNE,Other,25.03284,True,False,False,1507168.0,62.64,15.0
5.0,1.0,115.0,36000.0,Small,GREATER DUWAMISH,Other,33.85371,True,False,False,1116040.0,41.84,
1.0,1.0,67.0,29079.0,Small,NORTHEAST,Other,55.39706,True,False,False,855670.0,23.58,81.0
2.0,1.0,37.0,43025.0,Small,MAGNOLIA / QUEEN ANNE,Other,55.99654,True,False,False,9997511.0,272.68,
1.0,1.0,57.0,24697.0,Small,NORTH,Other,67.08164,True,False,False,1291170.0,28.61,
1.0,1.0,31.0,45000.0,Small,CENTRAL,Other,29.41784,True,False,False,3528230.0,139.5,
6.0,1.0,23.0,333698.0,Large,GREATER DUWAMISH,Other,78.25619,True,False,False,11320378.0,192.51,
2.0,1.0,116.0,39212.0,Small,GREATER DUWAMISH,Other,100.00414,False,False,False,773013.0,5.39,
1.0,1.0,54.0,21400.0,Small,CENTRAL,Other,53.18209,True,False,False,4955550.0,141.6,
3.0,3.0,93.0,502030.0,Large,NORTHEAST,Other,55.87674,True,False,False,17290816.0,472.56,
2.0,1.0,10.0,53575.0,Medium,NORTHWEST,Other,70.8921,True,False,False,29195468.0,595.67,
2.0,1.0,10.0,137138.0,Medium,GREATER DUWAMISH,Other,100.00415,False,False,False,5396269.0,37.62,
7.0,1.0,10.0,267470.0,Large,EAST,Other,57.84937,False,True,True,42566736.0,1542.47,
6.0,1.0,35.0,146363.0,Medium,SOUTHWEST,Other,54.55465,True,False,False,11799105.0,329.67,
2.0,1.0,14.0,70292.0,Medium,NORTHEAST,Other,61.40676,True,False,False,1789710.0,44.35,35.0
7.0,1.0,47.0,90679.0,Medium,DOWNTOWN,Other,100.00416,False,False,False,32579658.0,227.13,
8.0,1.0,9.0,339591.0,Large,LAKE UNION,Other,61.30503,True,False,False,45313836.0,1124.96,
1.0,1.0,60.0,29000.0,Small,MAGNOLIA / QUEEN ANNE,Other,70.09616,True,False,False,2356607.0,48.95,
6.0,1.0,9.0,305025.0,Large,NORTHEAST,Other,47.57476,True,False,False,25672598.0,799.97,
2.0,1.0,8.0,56988.0,Medium,GREATER DUWAMISH,Other,44.53455,True,False,False,650313.0,21.18,
2.0,1.0,12.0,44162.0,Small,DELRIDGE,Other,60.17771,True,False,False,1260902.0,31.96,
1.0,1.0,9.0,53775.0,Medium,SOUTHEAST,Other,30.25444,True,False,False,14084606.0,551.43,
1.0,1.0,8.0,20993.0,Small,GREATER DUWAMISH,Other,85.95081,True,False,False,912558.0,12.28,
2.0,1.0,13.0,40265.0,Small,SOUTHEAST,Other,68.16481,True,False,False,1957356.0,42.4,
3.0,1.0,8.0,33648.0,Small,NORTHEAST,Other,100.0041,False,False,False,1389553.0,9.69,
1.0,1.0,53.0,54171.0,Medium,GREATER DUWAMISH,Other,31.14208,True,False,False,1008645.0,39.08,
1.0,1.0,54.0,21633.0,Small,NORTHWEST,Other,35.16963,True,False,False,6293359.0,232.12,
7.0,1.0,118.0,44928.0,Small,DOWNTOWN,Other,91.92088,True,False,False,413919.0,4.43,
2.0,1.0,95.0,22029.0,Small,SOUTHEAST,Other,100.00435,False,False,False,91996.0,0.64,100.0
2.0,1.0,56.0,33332.0,Small,GREATER DUWAMISH,Other,40.53718,True,False,False,662012.0,22.78,
1.0,1.0,100.0,23050.0,Small,MAGNOLIA / QUEEN ANNE,Other,45.80954,True,False,False,4291789.0,137.23,
2.0,1.0,14.0,23098.0,Small,MAGNOLIA / QUEEN ANNE,Other,47.65007,True,False,False,3058638.0,95.2,
5.0,1.0,53.0,36000.0,Small,NORTHEAST,Other,99.99999,False,False,True,30038490.0,209.41,96.0
1.0,1.0,46.0,47105.0,Small,GREATER DUWAMISH,Other,41.36752,True,False,True,10234721.0,348.22,
2.0,1.0,7.0,108036.0,Medium,GREATER DUWAMISH,Other,75.1726,True,False,True,4991893.5,91.98,
1.0,1.0,9.0,72000.0,Medium,NORTHEAST,Other,64.99532,True,False,True,2925780.0,67.65,
1.0,1.0,9.0,11685.0,Small,CENTRAL,Other,40.8069,True,False,True,851053.8125,29.18,
1.0,1.0,12.0,11968.0,Small,BALLARD,Other,51.47195,True,False,True,783423.0,23.0,
1.0,1.0,73.0,11285.0,Small,NORTH,Other,66.87604,True,False,True,645665.375,14.37,
1.0,1.0,111.0,16795.0,Small,BALLARD,Other,57.88222,True,False,True,936616.5,24.73,
1.0,1.0,50.0,12769.0,Small,BALLARD,Other,23.55092,True,False,True,5117308.5,216.18,
1.0,1.0,110.0,23445.0,Small,EAST,Other,21.09802,True,False,True,5976246.0,259.22,
1.0,1.0,40.0,18261.0,Small,DELRIDGE,Other,67.84402,True,False,True,932082.125,20.33,
1.0,1.0,18.0,16000.0,Small,DOWNTOWN,Other,41.72956,True,False,True,950276.1875,32.17,
1.0,1.0,48.0,13157.0,Small,MAGNOLIA / QUEEN ANNE,Other,31.08204,True,False,True,5765898.0,223.54,
5.0,1.0,115.0,57452.0,Medium,DOWNTOWN,Store/Restaurant,50.44229,True,True,False,7481768.0,265.5,
2.0,1.0,96.0,52549.0,Small,DOWNTOWN,Store/Restaurant,33.97102,True,False,False,15583947.0,583.41,
6.0,1.0,39.0,99780.0,Medium,EAST,Store/Restaurant,68.40267,False,True,False,15240688.0,444.42,
1.0,1.0,122.0,62900.0,Medium,DOWNTOWN,Store/Restaurant,43.27811,True,False,False,6366808.0,211.01,
11.0,1.0,22.0,381381.0,Large,DOWNTOWN,Store/Restaurant,98.81467,True,False,False,9796649.0,73.67,85.0
4.0,1.0,42.0,109347.0,Medium,DOWNTOWN,Store/Restaurant,91.55409,True,False,False,7004126.0,76.13,
1.0,1.0,52.0,88400.0,Medium,GREATER DUWAMISH,Store/Restaurant,66.82854,True,False,False,6471427.0,144.17,11.0
5.0,1.0,112.0,79920.0,Medium,DOWNTOWN,Store/Restaurant,100.00414,False,False,False,2921368.0,20.37,
4.0,1.0,114.0,137400.0,Medium,DOWNTOWN,Store/Restaurant,100.00414,False,False,False,13883385.0,96.79,
10.0,1.0,109.0,258497.0,Large,DOWNTOWN,Store/Restaurant,85.84268,False,True,False,23914744.0,404.51,
6.0,1.0,21.0,378443.0,Large,LAKE UNION,Store/Restaurant,97.20786,True,False,False,57439532.0,474.54,100.0
6.0,1.0,21.0,213834.0,Medium,LAKE UNION,Store/Restaurant,99.83147,True,False,False,84980760.0,599.2,100.0
5.0,1.0,19.0,159700.0,Medium,LAKE UNION,Store/Restaurant,69.9056,True,False,False,27119380.0,565.65,
3.0,1.0,68.0,67380.0,Medium,LAKE UNION,Store/Restaurant,60.7394,True,False,False,2654804.0,66.6,65.0
5.0,1.0,14.0,436497.0,Large,LAKE UNION,Store/Restaurant,73.39898,True,False,False,41478700.0,798.3,
6.0,1.0,31.0,154660.0,Medium,DOWNTOWN,Store/Restaurant,61.61711,True,True,False,55947848.0,1869.17,
2.0,1.0,95.0,75844.0,Medium,EAST,Store/Restaurant,93.81868,True,False,False,3635600.0,35.72,
3.0,1.0,90.0,304052.0,Large,GREATER DUWAMISH,Store/Restaurant,89.82893,True,False,False,15843743.0,184.83,86.0
1.0,1.0,94.0,65000.0,Medium,LAKE UNION,Store/Restaurant,70.50068,True,False,False,2361088.0,48.6,
1.0,1.0,122.0,43728.0,Small,DOWNTOWN,Store/Restaurant,3.97807,True,False,False,10721568.0,549.74,
5.0,1.0,20.0,251827.0,Large,LAKE UNION,Store/Restaurant,62.75144,True,False,False,43048528.0,1039.99,
2.0,1.0,118.0,53002.0,Medium,LAKE UNION,Store/Restaurant,80.71181,True,False,False,3129811.0,49.68,82.0
3.0,1.0,14.0,175918.0,Medium,LAKE UNION,Store/Restaurant,53.99274,True,False,False,20063722.0,565.79,
3.0,1.0,112.0,56700.0,Medium,GREATER DUWAMISH,Store/Restaurant,87.42377,True,False,False,2314835.0,29.57,38.0
6.0,1.0,13.0,286000.0,Large,GREATER DUWAMISH,Store/Restaurant,99.94156,True,False,False,65225380.0,456.6,
11.0,1.0,16.0,516407.0,Large,DOWNTOWN,Store/Restaurant,61.00873,True,False,False,48981052.0,1222.69,19.0
2.0,1.0,92.0,108753.0,Medium,GREATER DUWAMISH,Store/Restaurant,100.00413,False,False,False,3660395.0,25.52,
5.0,1.0,14.0,287224.0,Large,LAKE UNION,Store/Restaurant,83.79068,True,False,False,19991412.0,288.91,
4.0,1.0,114.0,55520.0,Medium,EAST,Store/Restaurant,25.29294,True,False,False,3395651.0,140.72,
4.0,1.0,120.0,73320.0,Medium,DOWNTOWN,Store/Restaurant,60.13546,True,False,False,1041304.0,26.41,
6.0,1.0,13.0,122400.0,Medium,NORTHEAST,Store/Restaurant,80.26403,True,False,False,5415438.0,87.07,52.0
4.0,1.0,18.0,77412.0,Medium,EAST,Store/Restaurant,98.32147,True,False,False,2807583.0,21.75,
3.0,1.0,101.0,66138.0,Medium,GREATER DUWAMISH,Store/Restaurant,100.00417,False,False,False,4751090.0,33.12,21.0
1.0,1.0,60.0,44700.0,Small,GREATER DUWAMISH,Store/Restaurant,83.15585,True,False,False,2065156.0,30.45,
3.0,1.0,45.0,22719.0,Small,BALLARD,Store/Restaurant,100.00414,False,False,False,1834570.0,12.79,
2.0,1.0,67.0,31020.0,Small,DOWNTOWN,Store/Restaurant,20.84173,True,False,False,5767765.0,250.87,
3.0,1.0,119.0,28600.0,Small,DOWNTOWN,Store/Restaurant,72.73006,True,False,False,1020039.0,19.95,
2.0,1.0,44.0,38539.0,Small,DOWNTOWN,Store/Restaurant,100.00416,False,False,False,2307938.0,16.09,50.0
2.0,1.0,68.0,28696.0,Small,DOWNTOWN,Store/Restaurant,100.00397,False,False,False,553875.0,3.86,
3.0,1.0,99.0,22381.0,Small,DOWNTOWN,Store/Restaurant,34.89676,True,False,False,3766069.0,139.38,
2.0,1.0,16.0,33792.0,Small,DOWNTOWN,Store/Restaurant,89.01195,True,False,False,2187513.0,26.34,
3.0,1.0,99.0,33600.0,Small,DOWNTOWN,Store/Restaurant,69.4584,True,False,False,4470620.0,94.17,
2.0,1.0,32.0,47560.0,Small,SOUTHEAST,Store/Restaurant,53.83162,True,False,False,1242764.0,35.14,72.0
1.0,1.0,77.0,21060.0,Small,BALLARD,Store/Restaurant,75.08453,True,False,False,335382.0,6.19,
4.0,1.0,62.0,20539.0,Small,BALLARD,Store/Restaurant,65.49585,True,False,False,1622008.0,37.13,
2.0,1.0,15.0,38784.0,Small,BALLARD,Store/Restaurant,73.05739,True,False,False,1525624.0,29.6,
2.0,1.0,96.0,23315.0,Small,SOUTHWEST,Store/Restaurant,63.76801,True,False,False,1353017.0,32.05,
2.0,1.0,92.0,20700.0,Small,SOUTHWEST,Store/Restaurant,19.70603,True,False,False,4119958.0,181.35,
1.0,1.0,43.0,39350.0,Small,NORTH,Store/Restaurant,100.00425,False,False,False,235541.0,1.64,
1.0,1.0,24.0,20233.0,Small,NORTHEAST,Store/Restaurant,61.08343,True,False,False,551801.0,13.76,
1.0,1.0,75.0,46958.0,Small,LAKE UNION,Store/Restaurant,80.73308,True,False,False,1977005.0,31.36,92.0
2.0,1.0,94.0,28800.0,Small,LAKE UNION,Store/Restaurant,55.58925,True,False,False,403963.0,11.09,
2.0,1.0,102.0,25920.0,Small,LAKE UNION,Store/Restaurant,77.88187,True,False,False,1210229.0,20.79,
3.0,1.0,103.0,40686.0,Small,LAKE UNION,Store/Restaurant,42.55808,True,False,False,2116209.0,70.84,
4.0,1.0,58.0,25132.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,100.00416,False,False,False,504439.0,3.52,51.0
2.0,1.0,122.0,49280.0,Small,DOWNTOWN,Store/Restaurant,100.00417,True,False,False,4217108.0,93.21,
2.0,1.0,110.0,25380.0,Small,DOWNTOWN,Store/Restaurant,45.59648,True,False,False,7003615.0,224.63,
4.0,1.0,32.0,82065.0,Medium,DOWNTOWN,Store/Restaurant,100.00411,False,False,False,1679127.0,11.71,93.0
1.0,1.0,104.0,34617.0,Small,DOWNTOWN,Store/Restaurant,57.1771,True,False,False,5039523.0,134.71,
3.0,1.0,112.0,29340.0,Small,DOWNTOWN,Store/Restaurant,38.75953,True,False,False,2154224.0,75.89,
4.0,1.0,14.0,274442.0,Large,LAKE UNION,Store/Restaurant,62.16166,True,False,False,9049598.0,221.09,
2.0,1.0,77.0,22135.0,Small,NORTHEAST,Store/Restaurant,71.68594,True,False,False,1261963.0,25.29,
2.0,1.0,112.0,31140.0,Small,BALLARD,Store/Restaurant,23.5242,True,False,False,912592.0,38.56,
3.0,1.0,113.0,27085.0,Small,BALLARD,Store/Restaurant,51.64117,True,False,False,1960558.0,57.41,
3.0,1.0,26.0,55912.0,Medium,NORTHWEST,Store/Restaurant,100.00416,False,False,False,2882757.0,20.1,58.0
2.0,1.0,62.0,57644.0,Medium,MAGNOLIA / QUEEN ANNE,Store/Restaurant,78.37681,True,False,False,2085349.0,35.35,
2.0,1.0,70.0,32009.0,Small,NORTH,Store/Restaurant,69.12496,True,False,False,1972156.0,41.85,
11.0,1.0,113.0,111137.0,Medium,DOWNTOWN,Store/Restaurant,54.57897,True,False,False,9191826.0,256.72,
2.0,1.0,62.0,29631.0,Small,DOWNTOWN,Store/Restaurant,63.88067,True,False,False,4367202.0,103.23,
2.0,1.0,120.0,20398.0,Small,SOUTHWEST,Store/Restaurant,37.18394,True,False,False,9085108.0,326.65,
1.0,1.0,91.0,24196.0,Small,MAGNOLIA / QUEEN ANNE,Store/Restaurant,66.8868,True,False,False,1031039.0,22.94,
2.0,1.0,122.0,71919.0,Medium,DOWNTOWN,Store/Restaurant,100.00413,False,False,False,4700396.0,32.77,48.0
1.0,1.0,37.0,23100.0,Small,GREATER DUWAMISH,Store/Restaurant,36.2119,True,False,False,4185406.0,152.36,
1.0,1.0,68.0,35222.0,Small,GREATER DUWAMISH,Store/Restaurant,60.21521,True,False,False,1813864.0,45.94,
4.0,1.0,22.0,30948.0,Small,NORTH,Store/Restaurant,100.00415,False,False,False,938908.0,6.55,
1.0,1.0,91.0,46183.0,Small,GREATER DUWAMISH,Store/Restaurant,80.25608,True,False,False,1989017.0,31.99,
1.0,1.0,27.0,28425.0,Small,SOUTHEAST,Store/Restaurant,42.82508,True,False,False,2845872.0,94.92,
1.0,1.0,50.0,66704.0,Medium,NORTHWEST,Store/Restaurant,38.46828,True,False,False,599390.0,21.2,
1.0,1.0,109.0,36000.0,Small,EAST,Store/Restaurant,67.42191,True,False,False,1119679.0,24.64,61.0
5.0,1.0,18.0,35176.0,Small,SOUTHWEST,Store/Restaurant,100.00418,False,False,False,956598.0,6.67,
1.0,1.0,96.0,42172.0,Small,BALLARD,Store/Restaurant,13.48084,True,False,False,3590408.0,168.36,
1.0,1.0,106.0,27000.0,Small,GREATER DUWAMISH,Store/Restaurant,100.00426,False,False,False,257953.0,1.8,
1.0,1.0,70.0,35310.0,Small,GREATER DUWAMISH,Store/Restaurant,51.92299,True,False,False,1746787.0,50.93,
2.0,1.0,34.0,34639.0,Small,LAKE UNION,Store/Restaurant,41.11904,True,False,False,13871876.0,473.57,
2.0,1.0,60.0,34072.0,Small,LAKE UNION,Store/Restaurant,39.43524,True,False,False,6454077.0,225.35,
2.0,1.0,106.0,20640.0,Small,EAST,Store/Restaurant,100.00405,False,False,False,345399.0,2.41,
2.0,1.0,110.0,34914.0,Small,EAST,Store/Restaurant,100.00409,False,False,False,1417852.0,9.88,
3.0,1.0,109.0,28800.0,Small,DOWNTOWN,Store/Restaurant,42.16726,True,False,False,961618.0,32.36,
1.0,1.0,74.0,22778.0,Small,NORTHEAST,Store/Restaurant,10.15787,True,False,False,2345314.0,113.57,
